"Ionic radius ","Temperature","Frequency","Re(Z)","Img(Z)"
"1.82E-10","10","5.41E+3","3.76E+4","9.90E+4"
"1.82E-10","10","5.01E+3","4.07E+4","1.06E+5"
"1.82E-10","10","4.64E+3","4.31E+4","1.13E+5"
"1.82E-10","10","4.30E+3","4.75E+4","1.19E+5"
"1.82E-10","10","3.98E+3","5.10E+4","1.28E+5"
"1.82E-10","10","3.69E+3","5.57E+4","1.36E+5"
"1.82E-10","10","3.42E+3","5.98E+4","1.44E+5"
"1.82E-10","10","3.16E+3","6.58E+4","1.54E+5"
"1.82E-10","10","2.93E+3","7.16E+4","1.63E+5"
"1.82E-10","10","2.71E+3","7.75E+4","1.73E+5"
"1.82E-10","10","2.51E+3","8.55E+4","1.82E+5"
"1.82E-10","10","2.33E+3","9.43E+4","1.94E+5"
"1.82E-10","10","2.15E+3","1.03E+5","2.04E+5"
"1.82E-10","10","2.00E+3","1.12E+5","2.15E+5"
"1.82E-10","10","1.85E+3","1.22E+5","2.24E+5"
"1.82E-10","10","1.71E+3","1.34E+5","2.37E+5"
"1.82E-10","10","1.58E+3","1.46E+5","2.48E+5"
"1.82E-10","10","1.47E+3","1.60E+5","2.58E+5"
"1.82E-10","10","1.36E+3","1.73E+5","2.72E+5"
"1.82E-10","10","1.26E+3","1.86E+5","2.82E+5"
"1.82E-10","10","1.17E+3","2.06E+5","2.93E+5"
"1.82E-10","10","1.08E+3","2.25E+5","3.04E+5"
"1.82E-10","10","1.00E+3","2.43E+5","3.14E+5"
"1.82E-10","10","9.26E+2","2.61E+5","3.22E+5"
"1.82E-10","10","8.58E+2","2.80E+5","3.34E+5"
"1.82E-10","10","7.94E+2","3.01E+5","3.41E+5"
"1.82E-10","10","7.36E+2","3.21E+5","3.48E+5"
"1.82E-10","10","6.81E+2","3.47E+5","3.54E+5"
"1.82E-10","10","6.31E+2","3.72E+5","3.60E+5"
"1.82E-10","10","5.84E+2","3.91E+5","3.67E+5"
"1.82E-10","10","5.41E+2","4.15E+5","3.72E+5"
"1.82E-10","10","5.01E+2","4.41E+5","3.74E+5"
"1.82E-10","10","4.64E+2","4.65E+5","3.74E+5"
"1.82E-10","10","4.30E+2","4.91E+5","3.74E+5"
"1.82E-10","10","3.98E+2","5.13E+5","3.76E+5"
"1.82E-10","10","3.69E+2","5.36E+5","3.78E+5"
"1.82E-10","10","3.41E+2","5.62E+5","3.75E+5"
"1.82E-10","10","3.16E+2","5.80E+5","3.69E+5"
"1.82E-10","10","2.93E+2","6.10E+5","3.60E+5"
"1.82E-10","10","2.71E+2","6.29E+5","3.58E+5"
"1.82E-10","10","2.51E+2","6.52E+5","3.61E+5"
"1.82E-10","10","2.33E+2","6.71E+5","3.57E+5"
"1.82E-10","10","2.15E+2","6.92E+5","3.46E+5"
"1.82E-10","10","2.00E+2","7.12E+5","3.32E+5"
"1.82E-10","10","1.85E+2","7.31E+5","3.24E+5"
"1.82E-10","10","1.71E+2","7.51E+5","3.21E+5"
"1.82E-10","10","1.59E+2","7.67E+5","3.24E+5"
"1.82E-10","10","1.47E+2","7.85E+5","3.10E+5"
"1.82E-10","10","1.36E+2","7.97E+5","3.00E+5"
"1.82E-10","10","1.26E+2","8.15E+5","2.85E+5"
"1.82E-10","10","1.17E+2","8.31E+5","2.80E+5"
"1.82E-10","10","1.08E+2","8.45E+5","2.83E+5"
"1.82E-10","10","1.00E+2","8.58E+5","2.77E+5"
"1.82E-10","10","9.26E+1","8.67E+5","2.59E+5"
"1.82E-10","10","8.58E+1","8.76E+5","2.54E+5"
"1.82E-10","10","7.94E+1","8.87E+5","2.42E+5"
"1.82E-10","10","7.36E+1","9.03E+5","2.49E+5"
"1.82E-10","10","6.81E+1","9.14E+5","2.50E+5"
"1.82E-10","10","6.31E+1","9.14E+5","2.44E+5"
"1.82E-10","10","5.84E+1","9.15E+5","2.26E+5"
"1.82E-10","10","5.41E+1","9.17E+5","2.18E+5"
"1.82E-10","10","5.01E+1","9.98E+5","2.05E+5"
"1.82E-10","10","4.64E+1","9.52E+5","2.21E+5"
"1.82E-10","10","4.30E+1","9.60E+5","2.28E+5"
"1.82E-10","10","3.98E+1","9.55E+5","2.21E+5"
"1.82E-10","10","3.69E+1","9.58E+5","2.11E+5"
"1.82E-10","10","3.41E+1","9.59E+5","2.12E+5"
"1.82E-10","10","3.16E+1","9.75E+5","2.29E+5"
"1.82E-10","10","2.93E+1","9.87E+5","2.38E+5"
"1.82E-10","10","2.71E+1","9.80E+5","2.34E+5"
"1.82E-10","10","2.51E+1","9.78E+5","2.36E+5"
"1.82E-10","10","2.33E+1","9.75E+5","2.29E+5"
"1.82E-10","10","2.16E+1","9.91E+5","2.43E+5"
"1.82E-10","10","2.00E+1","1.02E+6","2.78E+5"
"1.82E-10","10","1.85E+1","1.01E+6","2.84E+5"
"1.82E-10","10","1.71E+1","1.01E+6","2.85E+5"
"1.82E-10","10","1.58E+1","9.98E+5","2.94E+5"
"1.82E-10","10","1.47E+1","9.98E+5","2.99E+5"
"1.82E-10","10","1.36E+1","1.04E+6","3.42E+5"
"1.82E-10","10","1.26E+1","1.05E+6","3.73E+5"
"1.82E-10","10","1.17E+1","1.05E+6","3.91E+5"
"1.82E-10","10","1.08E+1","1.05E+6","3.90E+5"
"1.82E-10","10","1.00E+1","1.05E+6","4.02E+5"
"1.82E-10","10","9.26E+0","1.08E+6","4.45E+5"
"1.82E-10","10","8.58E+0","1.12E+6","4.96E+5"
"1.82E-10","10","7.94E+0","1.12E+6","5.18E+5"
"1.82E-10","10","7.36E+0","1.12E+6","5.15E+5"
"1.82E-10","10","6.81E+0","1.13E+6","5.54E+5"
"1.82E-10","10","6.31E+0","1.15E+6","5.78E+5"
"1.82E-10","10","5.84E+0","1.19E+6","6.42E+5"
"1.82E-10","10","5.41E+0","1.25E+6","7.01E+5"
"1.82E-10","10","5.01E+0","1.27E+6","7.02E+5"
"1.82E-10","10","4.64E+0","1.30E+6","7.27E+5"
"1.82E-10","10","4.30E+0","1.31E+6","7.50E+5"
"1.82E-10","10","3.98E+0","1.40E+6","8.15E+5"
"1.82E-10","10","3.69E+0","1.43E+6","8.64E+5"
"1.82E-10","10","3.41E+0","1.46E+6","8.82E+5"
"1.82E-10","10","3.16E+0","1.46E+6","9.10E+5"
"1.82E-10","10","2.93E+0","1.62E+6","9.32E+5"
"1.82E-10","10","2.71E+0","1.61E+6","9.90E+5"
"1.82E-10","10","2.51E+0","1.64E+6","9.82E+5"
"1.82E-10","10","2.33E+0","1.64E+6","1.04E+6"
"1.82E-10","10","2.15E+0","1.77E+6","1.15E+6"
"1.82E-10","10","2.00E+0","1.83E+6","1.10E+6"
"1.82E-10","10","1.85E+0","1.91E+6","1.13E+6"
"1.82E-10","10","1.71E+0","1.89E+6","1.18E+6"
"1.82E-10","10","1.58E+0","2.13E+6","1.27E+6"
"1.82E-10","10","1.47E+0","2.01E+6","1.16E+6"
"1.82E-10","10","1.36E+0","2.17E+6","1.40E+6"
"1.82E-10","10","1.26E+0","2.36E+6","1.22E+6"
"1.82E-10","10","1.17E+0","2.41E+6","1.33E+6"
"1.82E-10","10","1.08E+0","2.28E+6","1.23E+6"
"1.82E-10","10","1.00E+0","2.58E+6","1.29E+6"
"1.82E-10","20","1.00E+6","3.38E+3","1.20E+4"
"1.82E-10","20","9.26E+5","3.87E+3","1.28E+4"
"1.82E-10","20","8.58E+5","4.39E+3","1.35E+4"
"1.82E-10","20","7.94E+5","4.95E+3","1.42E+4"
"1.82E-10","20","7.36E+5","5.43E+3","1.48E+4"
"1.82E-10","20","6.81E+5","6.08E+3","1.57E+4"
"1.82E-10","20","6.31E+5","6.89E+3","1.64E+4"
"1.82E-10","20","5.84E+5","7.69E+3","1.71E+4"
"1.82E-10","20","5.41E+5","8.51E+3","1.80E+4"
"1.82E-10","20","5.01E+5","9.37E+3","1.85E+4"
"1.82E-10","20","4.64E+5","1.02E+4","1.93E+4"
"1.82E-10","20","4.30E+5","1.14E+4","2.01E+4"
"1.82E-10","20","3.98E+5","1.22E+4","2.06E+4"
"1.82E-10","20","3.69E+5","1.31E+4","2.12E+4"
"1.82E-10","20","3.41E+5","1.43E+4","2.19E+4"
"1.82E-10","20","3.16E+5","1.53E+4","2.24E+4"
"1.82E-10","20","2.93E+5","1.65E+4","2.30E+4"
"1.82E-10","20","2.71E+5","1.78E+4","2.36E+4"
"1.82E-10","20","2.51E+5","1.86E+4","2.40E+4"
"1.82E-10","20","2.33E+5","1.99E+4","2.46E+4"
"1.82E-10","20","2.15E+5","2.10E+4","2.48E+4"
"1.82E-10","20","2.00E+5","2.23E+4","2.54E+4"
"1.82E-10","20","1.85E+5","2.35E+4","2.60E+4"
"1.82E-10","20","1.71E+5","2.46E+4","2.66E+4"
"1.82E-10","20","1.58E+5","2.59E+4","2.68E+4"
"1.82E-10","20","1.47E+5","2.68E+4","2.74E+4"
"1.82E-10","20","1.36E+5","2.82E+4","2.75E+4"
"1.82E-10","20","1.26E+5","2.92E+4","2.81E+4"
"1.82E-10","20","1.17E+5","3.03E+4","2.86E+4"
"1.82E-10","20","1.08E+5","3.13E+4","2.90E+4"
"1.82E-10","20","1.00E+5","3.25E+4","2.94E+4"
"1.82E-10","20","9.26E+4","3.37E+4","3.00E+4"
"1.82E-10","20","8.58E+4","3.48E+4","3.07E+4"
"1.82E-10","20","7.94E+4","3.60E+4","3.11E+4"
"1.82E-10","20","7.36E+4","3.69E+4","3.17E+4"
"1.82E-10","20","6.81E+4","3.81E+4","3.23E+4"
"1.82E-10","20","6.31E+4","3.84E+4","3.29E+4"
"1.82E-10","20","5.84E+4","3.97E+4","3.39E+4"
"1.82E-10","20","5.41E+4","4.06E+4","3.46E+4"
"1.82E-10","20","5.01E+4","4.21E+4","3.55E+4"
"1.82E-10","20","4.64E+4","4.32E+4","3.64E+4"
"1.82E-10","20","4.30E+4","4.45E+4","3.72E+4"
"1.82E-10","20","3.98E+4","4.56E+4","3.84E+4"
"1.82E-10","20","3.69E+4","4.71E+4","3.93E+4"
"1.82E-10","20","3.41E+4","4.83E+4","4.07E+4"
"1.82E-10","20","3.16E+4","4.99E+4","4.17E+4"
"1.82E-10","20","2.93E+4","5.09E+4","4.30E+4"
"1.82E-10","20","2.71E+4","5.28E+4","4.46E+4"
"1.82E-10","20","2.51E+4","5.41E+4","4.58E+4"
"1.82E-10","20","2.33E+4","5.56E+4","4.72E+4"
"1.82E-10","20","2.15E+4","5.75E+4","4.92E+4"
"1.82E-10","20","1.99E+4","5.91E+4","5.08E+4"
"1.82E-10","20","1.85E+4","6.07E+4","5.28E+4"
"1.82E-10","20","1.71E+4","6.31E+4","5.50E+4"
"1.82E-10","20","1.58E+4","6.50E+4","5.71E+4"
"1.82E-10","20","1.47E+4","6.70E+4","5.89E+4"
"1.82E-10","20","1.36E+4","6.93E+4","6.14E+4"
"1.82E-10","20","1.26E+4","7.16E+4","6.40E+4"
"1.82E-10","20","1.17E+4","7.44E+4","6.64E+4"
"1.82E-10","20","1.08E+4","7.73E+4","6.85E+4"
"1.82E-10","20","1.00E+4","8.07E+4","7.12E+4"
"1.82E-10","20","9.26E+3","8.38E+4","7.36E+4"
"1.82E-10","20","8.57E+3","8.80E+4","7.68E+4"
"1.82E-10","20","7.94E+3","9.22E+4","7.95E+4"
"1.82E-10","20","7.35E+3","9.62E+4","8.22E+4"
"1.82E-10","20","6.81E+3","1.01E+5","8.42E+4"
"1.82E-10","20","6.31E+3","1.06E+5","8.74E+4"
"1.82E-10","20","5.84E+3","1.10E+5","8.93E+4"
"1.82E-10","20","5.41E+3","1.16E+5","9.09E+4"
"1.82E-10","20","5.01E+3","1.22E+5","9.29E+4"
"1.82E-10","20","4.64E+3","1.28E+5","9.43E+4"
"1.82E-10","20","4.30E+3","1.34E+5","9.56E+4"
"1.82E-10","20","3.98E+3","1.40E+5","9.68E+4"
"1.82E-10","20","3.69E+3","1.46E+5","9.73E+4"
"1.82E-10","20","3.42E+3","1.53E+5","9.73E+4"
"1.82E-10","20","3.16E+3","1.59E+5","9.65E+4"
"1.82E-10","20","2.93E+3","1.66E+5","9.54E+4"
"1.82E-10","20","2.71E+3","1.72E+5","9.45E+4"
"1.82E-10","20","2.51E+3","1.78E+5","9.28E+4"
"1.82E-10","20","2.33E+3","1.85E+5","9.06E+4"
"1.82E-10","20","2.15E+3","1.90E+5","8.90E+4"
"1.82E-10","20","2.00E+3","1.96E+5","8.64E+4"
"1.82E-10","20","1.85E+3","2.01E+5","8.28E+4"
"1.82E-10","20","1.71E+3","2.05E+5","8.00E+4"
"1.82E-10","20","1.58E+3","2.11E+5","7.63E+4"
"1.82E-10","20","1.47E+3","2.15E+5","7.39E+4"
"1.82E-10","20","1.36E+3","2.19E+5","6.94E+4"
"1.82E-10","20","1.26E+3","2.22E+5","6.64E+4"
"1.82E-10","20","1.17E+3","2.25E+5","6.16E+4"
"1.82E-10","20","1.08E+3","2.28E+5","5.87E+4"
"1.82E-10","20","1.00E+3","2.31E+5","5.56E+4"
"1.82E-10","20","9.26E+2","2.33E+5","5.22E+4"
"1.82E-10","20","8.58E+2","2.35E+5","4.75E+4"
"1.82E-10","20","7.94E+2","2.36E+5","4.46E+4"
"1.82E-10","20","7.36E+2","2.38E+5","4.12E+4"
"1.82E-10","20","6.81E+2","2.39E+5","3.76E+4"
"1.82E-10","20","6.31E+2","2.40E+5","3.41E+4"
"1.82E-10","20","5.84E+2","2.42E+5","3.11E+4"
"1.82E-10","20","5.41E+2","2.41E+5","2.87E+4"
"1.82E-10","20","5.01E+2","2.41E+5","2.60E+4"
"1.82E-10","20","4.64E+2","2.41E+5","2.35E+4"
"1.82E-10","20","4.30E+2","2.42E+5","2.10E+4"
"1.82E-10","20","3.98E+2","2.42E+5","1.81E+4"
"1.82E-10","20","3.69E+2","2.42E+5","1.55E+4"
"1.82E-10","20","3.41E+2","2.41E+5","1.37E+4"
"1.82E-10","20","3.16E+2","2.41E+5","1.14E+4"
"1.82E-10","20","2.93E+2","2.41E+5","1.04E+4"
"1.82E-10","20","2.71E+2","2.40E+5","8.30E+3"
"1.82E-10","20","2.51E+2","2.39E+5","6.16E+3"
"1.82E-10","20","2.33E+2","2.38E+5","4.31E+3"
"1.82E-10","20","2.15E+2","2.37E+5","3.40E+3"
"1.82E-10","20","2.00E+2","2.35E+5","2.06E+3"
"1.82E-10","20","1.85E+2","2.35E+5","1.07E+3"
"1.82E-10","20","1.71E+2","2.35E+5","-2.25E+2"
"1.82E-10","20","1.59E+2","2.33E+5","-8.70E+2"
"1.82E-10","20","1.47E+2","2.32E+5","-1.35E+3"
"1.82E-10","20","1.36E+2","2.31E+5","-2.98E+3"
"1.82E-10","20","1.26E+2","2.30E+5","-3.76E+3"
"1.82E-10","20","1.17E+2","2.29E+5","-3.49E+3"
"1.82E-10","20","1.08E+2","2.28E+5","-4.37E+3"
"1.82E-10","20","1.00E+2","2.26E+5","-4.78E+3"
"1.82E-10","20","9.26E+1","2.25E+5","-4.50E+3"
"1.82E-10","20","8.58E+1","2.24E+5","-4.42E+3"
"1.82E-10","20","7.94E+1","2.23E+5","-4.65E+3"
"1.82E-10","20","7.36E+1","2.22E+5","-4.99E+3"
"1.82E-10","20","6.81E+1","2.20E+5","-4.72E+3"
"1.82E-10","20","6.31E+1","2.19E+5","-4.05E+3"
"1.82E-10","20","5.84E+1","2.18E+5","-3.46E+3"
"1.82E-10","20","5.41E+1","2.17E+5","-3.08E+3"
"1.82E-10","20","5.01E+1","2.15E+5","-4.89E+3"
"1.82E-10","20","4.64E+1","2.14E+5","-1.56E+3"
"1.82E-10","20","4.30E+1","2.13E+5","-1.58E+3"
"1.82E-10","20","3.98E+1","2.12E+5","-4.57E+2"
"1.82E-10","20","3.69E+1","2.11E+5","5.65E+2"
"1.82E-10","20","3.41E+1","2.11E+5","1.48E+3"
"1.82E-10","20","3.16E+1","2.10E+5","2.69E+3"
"1.82E-10","20","2.93E+1","2.08E+5","3.99E+3"
"1.82E-10","20","2.71E+1","2.08E+5","5.52E+3"
"1.82E-10","20","2.51E+1","2.07E+5","8.25E+3"
"1.82E-10","20","2.33E+1","2.06E+5","1.10E+4"
"1.82E-10","20","2.16E+1","2.07E+5","1.12E+4"
"1.82E-10","20","2.00E+1","2.05E+5","1.32E+4"
"1.82E-10","20","1.85E+1","2.05E+5","1.54E+4"
"1.82E-10","20","1.71E+1","2.04E+5","1.77E+4"
"1.82E-10","20","1.58E+1","2.04E+5","2.06E+4"
"1.82E-10","20","1.47E+1","2.05E+5","2.29E+4"
"1.82E-10","20","1.36E+1","2.04E+5","2.61E+4"
"1.82E-10","20","1.26E+1","2.05E+5","2.83E+4"
"1.82E-10","20","1.17E+1","2.05E+5","3.15E+4"
"1.82E-10","20","1.08E+1","2.06E+5","3.45E+4"
"1.82E-10","20","1.00E+1","2.06E+5","3.81E+4"
"1.82E-10","20","9.26E+0","2.08E+5","4.17E+4"
"1.82E-10","20","8.58E+0","2.09E+5","4.49E+4"
"1.82E-10","20","7.94E+0","2.11E+5","4.85E+4"
"1.82E-10","20","7.36E+0","2.12E+5","5.19E+4"
"1.82E-10","20","6.81E+0","2.14E+5","5.55E+4"
"1.82E-10","20","6.31E+0","2.17E+5","5.96E+4"
"1.82E-10","20","5.84E+0","2.20E+5","6.25E+4"
"1.82E-10","20","5.41E+0","2.22E+5","6.68E+4"
"1.82E-10","20","5.01E+0","2.25E+5","7.08E+4"
"1.82E-10","20","4.64E+0","2.29E+5","7.45E+4"
"1.82E-10","20","4.30E+0","2.33E+5","7.81E+4"
"1.82E-10","20","3.98E+0","2.37E+5","8.18E+4"
"1.82E-10","20","3.69E+0","2.40E+5","8.54E+4"
"1.82E-10","20","3.41E+0","2.45E+5","8.94E+4"
"1.82E-10","20","3.16E+0","2.48E+5","9.30E+4"
"1.82E-10","20","2.93E+0","2.53E+5","9.59E+4"
"1.82E-10","20","2.71E+0","2.59E+5","9.89E+4"
"1.82E-10","20","2.51E+0","2.64E+5","1.02E+5"
"1.82E-10","20","2.33E+0","2.70E+5","1.06E+5"
"1.82E-10","20","2.15E+0","2.74E+5","1.09E+5"
"1.82E-10","20","2.00E+0","2.80E+5","1.10E+5"
"1.82E-10","20","1.85E+0","2.85E+5","1.11E+5"
"1.82E-10","20","1.71E+0","2.92E+5","1.14E+5"
"1.82E-10","20","1.58E+0","2.99E+5","1.16E+5"
"1.82E-10","20","1.47E+0","3.03E+5","1.19E+5"
"1.82E-10","20","1.36E+0","3.08E+5","1.21E+5"
"1.82E-10","20","1.26E+0","3.12E+5","1.21E+5"
"1.82E-10","20","1.17E+0","3.18E+5","1.20E+5"
"1.82E-10","20","1.08E+0","3.24E+5","1.19E+5"
"1.82E-10","20","1.00E+0","3.31E+5","1.20E+5"
"1.82E-10","30","1.00E+6","3.38E+3","1.20E+4"
"1.82E-10","30","9.26E+5","3.87E+3","1.28E+4"
"1.82E-10","30","8.58E+5","4.39E+3","1.35E+4"
"1.82E-10","30","7.94E+5","4.95E+3","1.42E+4"
"1.82E-10","30","7.36E+5","5.43E+3","1.48E+4"
"1.82E-10","30","6.81E+5","6.08E+3","1.57E+4"
"1.82E-10","30","6.31E+5","6.89E+3","1.64E+4"
"1.82E-10","30","5.84E+5","7.69E+3","1.71E+4"
"1.82E-10","30","5.41E+5","8.51E+3","1.80E+4"
"1.82E-10","30","5.01E+5","9.37E+3","1.85E+4"
"1.82E-10","30","4.64E+5","1.02E+4","1.93E+4"
"1.82E-10","30","4.30E+5","1.14E+4","2.01E+4"
"1.82E-10","30","3.98E+5","1.22E+4","2.06E+4"
"1.82E-10","30","3.69E+5","1.31E+4","2.12E+4"
"1.82E-10","30","3.41E+5","1.43E+4","2.19E+4"
"1.82E-10","30","3.16E+5","1.53E+4","2.24E+4"
"1.82E-10","30","2.93E+5","1.65E+4","2.30E+4"
"1.82E-10","30","2.71E+5","1.78E+4","2.36E+4"
"1.82E-10","30","2.51E+5","1.86E+4","2.40E+4"
"1.82E-10","30","2.33E+5","1.99E+4","2.46E+4"
"1.82E-10","30","2.15E+5","2.10E+4","2.48E+4"
"1.82E-10","30","2.00E+5","2.23E+4","2.54E+4"
"1.82E-10","30","1.85E+5","2.35E+4","2.60E+4"
"1.82E-10","30","1.71E+5","2.46E+4","2.66E+4"
"1.82E-10","30","1.58E+5","2.59E+4","2.68E+4"
"1.82E-10","30","1.47E+5","2.68E+4","2.74E+4"
"1.82E-10","30","1.36E+5","2.82E+4","2.75E+4"
"1.82E-10","30","1.26E+5","2.92E+4","2.81E+4"
"1.82E-10","30","1.17E+5","3.03E+4","2.86E+4"
"1.82E-10","30","1.08E+5","3.13E+4","2.90E+4"
"1.82E-10","30","1.00E+5","3.25E+4","2.94E+4"
"1.82E-10","30","9.26E+4","3.37E+4","3.00E+4"
"1.82E-10","30","8.58E+4","3.48E+4","3.07E+4"
"1.82E-10","30","7.94E+4","3.60E+4","3.11E+4"
"1.82E-10","30","7.36E+4","3.69E+4","3.17E+4"
"1.82E-10","30","6.81E+4","3.81E+4","3.23E+4"
"1.82E-10","30","6.31E+4","3.84E+4","3.29E+4"
"1.82E-10","30","5.84E+4","3.97E+4","3.39E+4"
"1.82E-10","30","5.41E+4","4.06E+4","3.46E+4"
"1.82E-10","30","5.01E+4","4.21E+4","3.55E+4"
"1.82E-10","30","4.64E+4","4.32E+4","3.64E+4"
"1.82E-10","30","4.30E+4","4.45E+4","3.72E+4"
"1.82E-10","30","3.98E+4","4.56E+4","3.84E+4"
"1.82E-10","30","3.69E+4","4.71E+4","3.93E+4"
"1.82E-10","30","3.41E+4","4.83E+4","4.07E+4"
"1.82E-10","30","3.16E+4","4.99E+4","4.17E+4"
"1.82E-10","30","2.93E+4","5.09E+4","4.30E+4"
"1.82E-10","30","2.71E+4","5.28E+4","4.46E+4"
"1.82E-10","30","2.51E+4","5.41E+4","4.58E+4"
"1.82E-10","30","2.33E+4","5.56E+4","4.72E+4"
"1.82E-10","30","2.15E+4","5.75E+4","4.92E+4"
"1.82E-10","30","1.99E+4","5.91E+4","5.08E+4"
"1.82E-10","30","1.85E+4","6.07E+4","5.28E+4"
"1.82E-10","30","1.71E+4","6.31E+4","5.50E+4"
"1.82E-10","30","1.58E+4","6.50E+4","5.71E+4"
"1.82E-10","30","1.47E+4","6.70E+4","5.89E+4"
"1.82E-10","30","1.36E+4","6.93E+4","6.14E+4"
"1.82E-10","30","1.26E+4","7.16E+4","6.40E+4"
"1.82E-10","30","1.17E+4","7.44E+4","6.64E+4"
"1.82E-10","30","1.08E+4","7.73E+4","6.85E+4"
"1.82E-10","30","1.00E+4","8.07E+4","7.12E+4"
"1.82E-10","30","9.26E+3","8.38E+4","7.36E+4"
"1.82E-10","30","8.57E+3","8.80E+4","7.68E+4"
"1.82E-10","30","7.94E+3","9.22E+4","7.95E+4"
"1.82E-10","30","7.35E+3","9.62E+4","8.22E+4"
"1.82E-10","30","6.81E+3","1.01E+5","8.42E+4"
"1.82E-10","30","6.31E+3","1.06E+5","8.74E+4"
"1.82E-10","30","5.84E+3","1.10E+5","8.93E+4"
"1.82E-10","30","5.41E+3","1.16E+5","9.09E+4"
"1.82E-10","30","5.01E+3","1.22E+5","9.29E+4"
"1.82E-10","30","4.64E+3","1.28E+5","9.43E+4"
"1.82E-10","30","4.30E+3","1.34E+5","9.56E+4"
"1.82E-10","30","3.98E+3","1.40E+5","9.68E+4"
"1.82E-10","30","3.69E+3","1.46E+5","9.73E+4"
"1.82E-10","30","3.42E+3","1.53E+5","9.73E+4"
"1.82E-10","30","3.16E+3","1.59E+5","9.65E+4"
"1.82E-10","30","2.93E+3","1.66E+5","9.54E+4"
"1.82E-10","30","2.71E+3","1.72E+5","9.45E+4"
"1.82E-10","30","2.51E+3","1.78E+5","9.28E+4"
"1.82E-10","30","2.33E+3","1.85E+5","9.06E+4"
"1.82E-10","30","2.15E+3","1.90E+5","8.90E+4"
"1.82E-10","30","2.00E+3","1.96E+5","8.64E+4"
"1.82E-10","30","1.85E+3","2.01E+5","8.28E+4"
"1.82E-10","30","1.71E+3","2.05E+5","8.00E+4"
"1.82E-10","30","1.58E+3","2.11E+5","7.63E+4"
"1.82E-10","30","1.47E+3","2.15E+5","7.39E+4"
"1.82E-10","30","1.36E+3","2.19E+5","6.94E+4"
"1.82E-10","30","1.26E+3","2.22E+5","6.64E+4"
"1.82E-10","30","1.17E+3","2.25E+5","6.16E+4"
"1.82E-10","30","1.08E+3","2.28E+5","5.87E+4"
"1.82E-10","30","1.00E+3","2.31E+5","5.56E+4"
"1.82E-10","30","9.26E+2","2.33E+5","5.22E+4"
"1.82E-10","30","8.58E+2","2.35E+5","4.75E+4"
"1.82E-10","30","7.94E+2","2.36E+5","4.46E+4"
"1.82E-10","30","7.36E+2","2.38E+5","4.12E+4"
"1.82E-10","30","6.81E+2","2.39E+5","3.76E+4"
"1.82E-10","30","6.31E+2","2.40E+5","3.41E+4"
"1.82E-10","30","5.84E+2","2.42E+5","3.11E+4"
"1.82E-10","30","5.41E+2","2.41E+5","2.87E+4"
"1.82E-10","30","5.01E+2","2.41E+5","2.60E+4"
"1.82E-10","30","4.64E+2","2.41E+5","2.35E+4"
"1.82E-10","30","4.30E+2","2.42E+5","2.10E+4"
"1.82E-10","30","3.98E+2","2.42E+5","1.81E+4"
"1.82E-10","30","3.69E+2","2.42E+5","1.55E+4"
"1.82E-10","30","3.41E+2","2.41E+5","1.37E+4"
"1.82E-10","30","3.16E+2","2.41E+5","1.14E+4"
"1.82E-10","30","2.93E+2","2.41E+5","1.04E+4"
"1.82E-10","30","2.71E+2","2.40E+5","8.30E+3"
"1.82E-10","30","2.51E+2","2.39E+5","6.16E+3"
"1.82E-10","30","2.33E+2","2.38E+5","4.31E+3"
"1.82E-10","30","2.15E+2","2.37E+5","3.40E+3"
"1.82E-10","30","2.00E+2","2.35E+5","2.06E+3"
"1.82E-10","30","1.85E+2","2.35E+5","1.07E+3"
"1.82E-10","30","1.71E+2","2.35E+5","-2.25E+2"
"1.82E-10","30","1.59E+2","2.33E+5","-8.70E+2"
"1.82E-10","30","1.47E+2","2.32E+5","-1.35E+3"
"1.82E-10","30","1.36E+2","2.31E+5","-2.98E+3"
"1.82E-10","30","1.26E+2","2.30E+5","-3.76E+3"
"1.82E-10","30","1.17E+2","2.29E+5","-3.49E+3"
"1.82E-10","30","1.08E+2","2.28E+5","-4.37E+3"
"1.82E-10","30","1.00E+2","2.26E+5","-4.78E+3"
"1.82E-10","30","9.26E+1","2.25E+5","-4.50E+3"
"1.82E-10","30","8.58E+1","2.24E+5","-4.42E+3"
"1.82E-10","30","7.94E+1","2.23E+5","-4.65E+3"
"1.82E-10","30","7.36E+1","2.22E+5","-4.99E+3"
"1.82E-10","30","6.81E+1","2.20E+5","-4.72E+3"
"1.82E-10","30","6.31E+1","2.19E+5","-4.05E+3"
"1.82E-10","30","5.84E+1","2.18E+5","-3.46E+3"
"1.82E-10","30","5.41E+1","2.17E+5","-3.08E+3"
"1.82E-10","30","5.01E+1","2.15E+5","-4.89E+3"
"1.82E-10","30","4.64E+1","2.14E+5","-1.56E+3"
"1.82E-10","30","4.30E+1","2.13E+5","-1.58E+3"
"1.82E-10","30","3.98E+1","2.12E+5","-4.57E+2"
"1.82E-10","30","3.69E+1","2.11E+5","5.65E+2"
"1.82E-10","30","3.41E+1","2.11E+5","1.48E+3"
"1.82E-10","30","3.16E+1","2.10E+5","2.69E+3"
"1.82E-10","30","2.93E+1","2.08E+5","3.99E+3"
"1.82E-10","30","2.71E+1","2.08E+5","5.52E+3"
"1.82E-10","30","2.51E+1","2.07E+5","8.25E+3"
"1.82E-10","30","2.33E+1","2.06E+5","1.10E+4"
"1.82E-10","30","2.16E+1","2.07E+5","1.12E+4"
